Date,Time,AC Penrose NO_MCG 1h average [痢/m設,AC Penrose NO2_MCG 1h average [痢/m設,AC Penrose NOX_MCG 1h average [痢/m設,AC Penrose PM10 1h average [痢/m設,AC Penrose PM2.5 1h average [痢/m設,AC Penrose RH 1h average [%],AC Penrose SO2_MCG 1h average [痢/m設,AC Penrose TEMP 1h average [蚓],AC Penrose WDR 1h average [財,AC Penrose WSP 1h average [m/s]
21/03/2024,9:00,74.993,38.062,113.055,33.65,11.96,70.267,5.272,14.17,221.03,0.967
21/03/2024,10:00,35.436,31.584,67.02,23.7,6.35,59.117,7.599,16.6,115.6,0.75
21/03/2024,11:00,15.39,21.935,37.325,35.167,2.7,50.25,7.181,17.63,196.62,0.983
21/03/2024,12:00,9.929,14.381,24.31,18.517,-0.233,47.433,3.865,18.5,226.87,1.35
21/03/2024,13:00,25.152,18.43,43.581,17.45,-2.167,46.317,14.424,19.05,165.97,1.783
21/03/2024,14:00,12.399,16.649,29.049,12.683,-0.567,46.133,5.808,19.77,221.58,2.683
21/03/2024,15:00,6.611,11.268,17.879,17.5,0.683,46.3,2.624,19.88,217.12,2.833
21/03/2024,16:00,7.459,10.677,18.136,13.417,3.017,48.417,2.899,19.8,224.82,3.683
21/03/2024,17:00,8.409,11.661,20.07,16.633,0.72,50.05,2.879,19.55,224.58,3.833
21/03/2024,18:00,9.188,13.12,22.308,3.3,4.533,56.25,3.964,18.65,223.37,3.717
21/03/2024,19:00,8.48,17.336,25.816,14.983,3.333,62.3,2.943,17.85,217.17,2.883
21/03/2024,20:00,9.161,26.445,35.606,12.383,4.5,61.9,2.45,17.33,220.97,1.783
21/03/2024,21:00,6.253,27.86,34.113,10.283,3.7,60.367,2.786,16.42,253.77,1.083
21/03/2024,22:00,3.902,25.693,29.595,9.967,3.717,65.15,2.468,15.35,192.52,0.75
21/03/2024,23:00,8.94,33.552,42.492,9.85,8.333,70.683,2.716,13.92,235.67,0.65
21/03/2024,24:00:00,24.638,34.587,59.225,15.083,11.55,75.05,2.702,12.65,343.62,0.483
22/03/2024,1:00,22.188,29.571,51.759,20.48,18.74,78.9,,11.77,235.18,0.733
22/03/2024,2:00,17.976,27.186,45.163,1.517,18.733,80.817,2.534,11.2,181.65,0.717
22/03/2024,3:00,12.589,25.81,38.399,11.933,14.417,81.967,2.887,11.08,289.22,0.75
22/03/2024,4:00,12.261,24.439,36.7,,10.95,85.533,3.593,10.6,198.95,0.5
22/03/2024,5:00,43.798,24.286,68.084,4.9,12.383,85.5,4.686,10.67,191.5,0.367
22/03/2024,6:00,100.927,37.208,138.134,12.05,12.033,84.983,6.936,10.8,183.28,0.65
22/03/2024,7:00,145.913,39.965,185.877,14.25,12.367,84.7,8.696,10.9,74.97,0.717
22/03/2024,8:00,120.504,38.889,159.392,24.017,10.7,82.933,5.99,11.48,10,0.85
22/03/2024,9:00,63.15,42.825,105.974,11.717,6.42,71.9,4.261,14.85,87.2,1.35
22/03/2024,10:00,5.137,10.069,15.206,19.717,1.3,68.317,2.881,17.02,42.47,1.783
22/03/2024,11:00,1.333,3.256,4.589,17.95,-3.45,66.717,1.837,17.83,30.22,2.017
22/03/2024,12:00,1.338,3.26,4.597,12.283,-1.2,64.167,2.949,18.57,18.57,2.2
22/03/2024,13:00,0.833,2.252,3.085,12.033,2.6,62.433,1.117,18.73,29.48,2.983
22/03/2024,14:00,1.166,2.515,3.68,13.45,-3.817,61.083,2.594,19.2,40.42,2.417
22/03/2024,15:00,1.135,1.425,2.559,16.117,0.083,58.15,2.484,19.9,20.4,3.383
22/03/2024,16:00,0.688,1.473,2.16,16.183,-0.983,57.033,1.786,19.95,8.73,3.617
22/03/2024,17:00,0.811,1.705,2.516,7.533,8.58,57.333,2.036,19.57,33.02,3.7
22/03/2024,18:00,0.762,2.467,3.228,8.083,7.533,57.55,1.135,18.95,28.03,3.833
22/03/2024,19:00,0.567,3.28,3.847,7.417,6.367,60.7,,18.55,21.42,3.35
22/03/2024,20:00,0.811,5.528,6.339,15.55,1.8,66.533,,18.63,26.2,3.45
22/03/2024,21:00,0.261,2.306,2.568,4.15,4.35,68.133,2.547,18.63,21.62,3.45
22/03/2024,22:00,0.248,2.723,2.971,10.033,4.983,70.7,2.61,18.32,21.4,3.267
22/03/2024,23:00,0.255,0.923,1.177,5.383,2.017,73.6,1.812,18.28,19.22,3.417
22/03/2024,24:00:00,0.219,0.482,0.701,16.917,4.783,74.283,1.942,18.23,9.67,3.367
23/03/2024,1:00,,,,11.7,6.18,73.517,1.971,18.25,13.92,3.217
23/03/2024,2:00,0.188,0.331,0.519,11.25,6.65,72.9,2.336,18.45,64.58,2.983
23/03/2024,3:00,0.297,1.565,1.862,17.083,3.683,75.517,1.406,18.23,180.68,2.683
23/03/2024,4:00,0.295,2.299,2.594,11.9,1.667,79.083,2.474,17.88,281.02,2.7
23/03/2024,5:00,0.205,2.993,3.198,,4.5,88.25,3.577,16.52,343.4,2.383
23/03/2024,6:00,0.348,3.717,4.066,-0.117,3.4,93.05,2.412,16.2,128.77,1.85
23/03/2024,7:00,0.862,10.366,11.228,9.96,5.117,93.183,1.34,16.37,177.02,2.483
23/03/2024,8:00,2.296,15.057,17.353,5.417,3.9,94.033,3.211,15.92,288.85,2.617
23/03/2024,9:00,1.146,3.827,4.972,6.4,,93.317,4.141,16.28,11.23,2.817
23/03/2024,10:00,1.128,3.355,4.483,4.117,,90.4,0.05,16.93,72.6,2.55
23/03/2024,11:00,1.99,6.256,8.246,-1.35,1.427,93.317,2.443,16.68,292.57,2
23/03/2024,12:00,1.012,1.643,2.655,,1.088,88.55,2.04,17.93,18.33,4.017
23/03/2024,13:00,0.775,0.622,1.397,4.68,1.19,76.4,2.298,19.03,13.03,4.133
23/03/2024,14:00,0.534,0.478,1.012,11.35,0.425,75.717,1.866,19.33,27.38,4.417
23/03/2024,15:00,0.482,0.745,1.227,16.417,3.34,81.617,2.543,18.98,27.27,3.933
23/03/2024,16:00,0.527,0.659,1.186,6.783,0.52,81.85,2.892,19.05,26.65,3.867
23/03/2024,17:00,0.543,1.356,1.899,3.8,-0.88,82.717,2.698,19.1,32.97,2.817
23/03/2024,18:00,0.339,1.79,2.13,11.45,4.017,87.9,2.079,18.63,41.42,2.417
23/03/2024,19:00,1.28,8.784,10.064,1.983,5.167,95.233,2.309,17.22,234.7,1.117
23/03/2024,20:00,0.261,8.484,8.745,5.567,6.433,95.6,0.758,17.03,44.82,0.883
23/03/2024,21:00,0.098,5.962,6.06,0.617,3.102,96.317,2.974,17.4,73.12,0.567
23/03/2024,22:00,0.259,8.969,9.228,2.533,4.189,97.1,2.846,17.35,90.33,0.867
23/03/2024,23:00,0.087,5.149,5.236,2.32,3.706,97.1,2.257,17.18,69.95,0.85
23/03/2024,24:00:00,0.21,3.178,3.387,2.15,5.053,96.517,1.988,17.08,48.03,0.717
24/03/2024,1:00,0.221,3.229,3.45,-2.7,8.159,96.567,,16.72,82.87,0.867
24/03/2024,2:00,0.643,5.265,5.908,11.4,8.675,97.183,1.127,16.35,125.87,0.35
24/03/2024,3:00,3.725,13.154,16.879,,5.758,97.75,2.584,16.35,139.43,0.3
24/03/2024,4:00,3.095,13.834,16.929,7.183,6.414,97.9,3.69,16.42,186.08,0.683
24/03/2024,5:00,1.869,13.735,15.604,6.05,7.666,97.967,2.347,16.05,153.67,0.267
24/03/2024,6:00,7.319,14.36,21.679,10.45,8.05,98.1,3.614,15.7,236.23,0.317
24/03/2024,7:00,13.369,18.102,31.47,9.25,7.412,98.367,3.141,15.8,175.42,0.9
24/03/2024,8:00,13.074,19.506,32.58,3.817,8.423,97.483,2.85,16.22,185.38,0.683
24/03/2024,9:00,8.565,13.188,21.753,13.233,-0.395,93.7,2.146,17.2,116.8,0.95
24/03/2024,10:00,1.175,3.352,4.526,4.133,-0.656,83.167,1.554,19.03,51.43,1.683
24/03/2024,11:00,0.838,1.182,2.02,6.867,-6.077,73.783,2.322,20.6,123.18,0.767
24/03/2024,12:00,8.808,15.997,24.805,23.783,8.235,80.067,3.763,20.03,190.23,1.917
24/03/2024,13:00,4.154,12.095,16.249,14.067,6.699,81.733,2.11,19.55,253.87,1.05
24/03/2024,14:00,3.028,8.408,11.437,0.95,1.741,74.533,0.301,20.67,311.32,1.3
24/03/2024,15:00,4.165,6.522,10.688,7.467,,64,2.952,21.98,219.25,2.95
24/03/2024,16:00,5.076,5.74,10.816,17.85,3.717,69.317,3.513,21.63,227.28,4.4
24/03/2024,17:00,4.621,5.064,9.684,9.25,,70.333,2.815,20.68,213.62,4.7
24/03/2024,18:00,3.937,6.048,9.985,10.05,2.633,74.867,3.252,19.47,208.13,4.4
24/03/2024,19:00,4.167,8.665,12.832,1.85,5.133,77.5,,18.78,211.83,3.717
24/03/2024,20:00,3.413,7.117,10.529,15.983,4.6,78.867,2.548,18.5,208.87,3.067
24/03/2024,21:00,3.486,6.604,10.091,9.667,5.5,80.4,1.916,18.08,211.95,3.017
24/03/2024,22:00,2.477,4.578,7.055,17.5,2.067,78.967,2.288,17.93,217.07,2.8
24/03/2024,23:00,2.173,3.536,5.709,,3.85,79.417,2.616,17.58,217.87,2.767
24/03/2024,24:00:00,1.461,2.327,3.787,11.183,2.9,78.867,2.147,17.45,217.93,2.833
25/03/2024,1:00,,,,10.94,,76.567,2.92,17.33,218.52,2.85
25/03/2024,2:00,1.552,2.463,4.016,6.383,2.867,73.117,2.372,17.35,221.15,2.95
25/03/2024,3:00,2.506,4.934,7.439,17.783,-0.8,72.4,1.666,17.65,220.18,2.517
25/03/2024,4:00,3.194,5.904,9.098,12.933,2.933,72.5,2.467,17.77,229.9,3
25/03/2024,5:00,12.661,15.642,28.302,8.783,3.117,75.683,2.273,17.5,224.1,2.783
25/03/2024,6:00,21.306,29.52,50.826,1.517,3.35,78.85,3.15,16.73,249.52,1.583
25/03/2024,7:00,17.96,33.647,51.608,6.9,6.45,76.317,3.113,16.52,283.35,1.083
25/03/2024,8:00,16.478,26.807,43.285,9.167,1.433,73.717,2.785,17.58,293.12,1.267
25/03/2024,9:00,9.552,21.566,31.118,2.517,1.9,73.35,1.434,18.25,289.68,1.65
25/03/2024,10:00,24.504,18.409,42.913,11.433,9.28,83.55,3.095,17.82,259.87,1.683
25/03/2024,11:00,15.828,13.26,29.088,4.15,,72.567,4.057,19.63,239.45,3.067
25/03/2024,12:00,12.978,11.237,24.215,15.533,-1.683,61.167,2.284,20.62,240.37,4.017
25/03/2024,13:00,15.837,12.467,28.304,8.367,4.833,58.117,2.471,21.28,225.7,4.617
25/03/2024,14:00,13.806,10.465,24.272,21.333,4.817,55.433,4.57,21.72,227.72,5.117
25/03/2024,15:00,8.931,8.022,16.953,10.733,0.883,53.667,2.951,21.73,238.12,4.733
25/03/2024,16:00,9.443,9.802,19.245,21.483,3.483,58.167,3.047,21.47,241.97,3.833
25/03/2024,17:00,5.119,6.782,11.901,6.767,9.66,58.917,1.487,20.97,261.67,3.167
25/03/2024,18:00,2.586,6.058,8.644,15.533,8.917,63.483,1.197,20.1,266.28,2.417
25/03/2024,19:00,2.66,7.534,10.194,12.517,7.2,68.617,2.884,19.15,265.13,2.167
25/03/2024,20:00,1.61,7.718,9.328,8.817,5.3,73.25,2.969,18.62,275.98,1.683
25/03/2024,21:00,1.543,7.927,9.47,7.92,4.5,76.667,1.617,18.33,288.42,1.7
25/03/2024,22:00,0.507,5.511,6.018,11.267,4.15,79.217,1.6,18.2,304.02,2.133
25/03/2024,23:00,0.322,3.454,3.776,13.333,4.383,80.95,1.418,18.13,302.1,2.233
25/03/2024,24:00:00,0.429,2.873,3.302,16.117,6.333,83.05,2.345,18.23,299.43,2.167
26/03/2024,1:00,0.288,3.133,3.421,20.5,10.26,84.3,,17.95,302.13,1.867
26/03/2024,2:00,0.299,1.517,1.816,15.75,9.117,85.683,1.432,18.07,304.65,2.617
26/03/2024,3:00,0.297,3.499,3.796,10.15,6.9,86.267,2.087,17.88,305.42,1.817
26/03/2024,4:00,0.505,4.38,4.885,13.2,4.3,85.717,2.272,17.85,303.38,2
26/03/2024,5:00,0.8,11.569,12.368,14,4.36,86.183,2.388,17.77,309.27,1.5
26/03/2024,6:00,4.248,19.875,24.123,20.933,,85.517,1.976,18.08,295.27,1.717
26/03/2024,7:00,18.528,36.466,54.994,24.5,,84.517,3.334,17.7,298.8,0.883
26/03/2024,8:00,34.853,37.829,72.683,19.067,,83.983,2.904,17.93,307.35,0.983
26/03/2024,9:00,7.73,16.393,24.123,18.533,,76.183,2.149,19.9,275,1.917
26/03/2024,10:00,5.405,12.157,17.561,36.367,,78.567,2.024,19.3,270.22,2.483
26/03/2024,11:00,10.49,13.031,23.521,7.933,,75.2,3.569,20.35,249.87,3.133
26/03/2024,12:00,12.181,11.562,23.743,8.767,,65.8,3.771,21.77,238.8,4.8
26/03/2024,13:00,9.257,9.345,18.602,21.133,,60.95,2.185,22.58,241.07,4.933
26/03/2024,14:00,9.34,9.539,18.879,31.983,,60.383,2.57,22.72,243.43,4.433
26/03/2024,15:00,8.496,7.752,16.248,22.717,,58.917,1.984,22.87,247.08,4.667
26/03/2024,16:00,8.163,8.61,16.773,18.717,,63.4,1.858,22.43,242.87,4.317
26/03/2024,17:00,7.122,9.184,16.306,22.417,,70.15,2.866,21.22,236.48,3.9
26/03/2024,18:00,7.482,9.505,16.987,15.933,,70.833,2.765,20.7,241.75,3.217
26/03/2024,19:00,2.459,9.345,11.803,14.15,,73.6,3.633,20.03,276.3,1.767
26/03/2024,20:00,2.457,12.3,14.757,15.867,,78.317,1.997,19.52,272.58,1.35
26/03/2024,21:00,4.214,10.817,15.031,19.85,,80.117,1.08,19.12,249.68,1.817
26/03/2024,22:00,1.711,10.558,12.268,12.267,,82.3,2.039,18.33,273.48,0.883
26/03/2024,23:00,0.607,7.363,7.97,18.633,,82.283,2.584,17.92,291,0.817
26/03/2024,24:00:00,0.57,11.825,12.395,8.883,,85.65,2.257,17.17,230.2,0.75
27/03/2024,1:00,,,,37.36,,90.917,2.398,16.07,14.7,0.683
27/03/2024,2:00,0.375,7.076,7.451,12.217,,92.417,3.22,16.92,280.78,0.917
27/03/2024,3:00,0.355,5.829,6.184,24.233,,91.917,2.755,17.3,235.45,0.967
27/03/2024,4:00,0.304,5.969,6.273,23.317,,91.333,1.924,17.42,262.63,1.817
27/03/2024,5:00,0.686,5.918,6.603,26.033,,88.917,2.216,17.78,301.3,2.05
27/03/2024,6:00,1.566,11.702,13.268,24.483,,88.15,3.6,18.2,301.35,2.083
27/03/2024,7:00,3.334,17.182,20.517,40.217,,87.467,3.78,18.63,303.52,2.317
27/03/2024,8:00,4.469,16.755,21.224,25.733,,86.917,2.086,19.03,301.82,2.817
27/03/2024,9:00,3.562,9.744,13.307,15.983,,81.117,2.373,19.95,300.97,3.2
27/03/2024,10:00,3.392,7.541,10.933,25.35,,70.067,3.033,21.32,295.18,3.533
27/03/2024,11:00,3.357,8.292,11.649,28.533,,68.333,2.735,21.53,290.02,3.783
27/03/2024,12:00,2.776,7.24,10.016,25.783,,68.117,2.795,21.83,290.98,3.8
27/03/2024,13:00,2.885,5.388,8.274,17.95,,68.083,2.727,22.13,291.05,4.433
27/03/2024,14:00,2.765,4.483,7.248,15.383,,70.017,2.361,22.2,295.42,5.2
27/03/2024,15:00,4.44,6.499,10.938,18.967,9.883,65.15,2.193,22.1,259.62,4.383
27/03/2024,16:00,5.655,7.363,13.018,19.817,8.117,57.117,2.21,22.13,242.13,5.5
27/03/2024,17:00,5.204,7.571,12.775,28.467,-0.82,59,2.873,21.32,242.58,5.5
27/03/2024,18:00,4.558,8.241,12.799,12.267,6.833,64.117,2.635,20.58,248.05,3.95
27/03/2024,19:00,3.743,10.359,14.102,25.35,8.483,70.617,2.395,19.77,250.92,2.85
27/03/2024,20:00,3.725,10.619,14.344,24.967,11.883,69.617,2.312,19.02,245.8,2.7
27/03/2024,21:00,1.767,9.505,11.272,12.683,11.817,72.267,1.652,18.55,263.2,1.767
27/03/2024,22:00,2.521,9.662,12.184,24.583,5.95,73.65,1.632,18.53,249.13,1.967
27/03/2024,23:00,1.351,8.05,9.401,11.633,7.733,74.3,5.291,18.57,267.47,1.317
27/03/2024,24:00:00,2.327,5.791,8.118,21.85,5.133,78.55,3.65,18.03,243.47,2.45
28/03/2024,1:00,1.927,4.636,6.564,9.58,11.04,78.867,,17.68,247.72,2.4
28/03/2024,2:00,1.947,5.402,7.349,11.683,5.817,76.367,2.227,17.53,243.98,1.817
28/03/2024,3:00,1.776,7.756,9.531,13.267,4.95,80.583,1.734,16.62,268.8,1.017
28/03/2024,4:00,1.291,8.743,10.034,14.567,5.333,84.083,2.064,16.07,241.65,0.9
28/03/2024,5:00,2.89,15.717,18.607,12.817,7.517,88.417,1.205,15.17,111.05,0.917
28/03/2024,6:00,6.376,20.579,26.955,17.117,3.983,84.233,1.971,15.82,297.13,1.433
28/03/2024,7:00,10.838,26.387,37.225,9.65,5.283,82.4,1.593,16.07,300.33,1.683
28/03/2024,8:00,15.997,23.889,39.887,16.083,4.55,82.217,2.094,16.63,301.85,1.85
28/03/2024,9:00,12.058,15.918,27.976,9.717,2.84,77.417,2.375,17.82,299.08,2
28/03/2024,10:00,8.174,10.329,18.503,15.767,6.467,67.867,3.058,19.35,264.73,3.15
28/03/2024,11:00,8.397,9.041,17.438,13.467,2.383,66.733,1.667,19.47,250.42,4.067
28/03/2024,12:00,7.169,7.541,14.71,8.7,1.383,65.783,1.796,19.73,255.22,3.867
28/03/2024,13:00,7.522,7.428,14.95,12.067,1.9,59.717,1.239,20.57,248.45,4.983
28/03/2024,14:00,7.406,7.199,14.605,12.2,0.667,63.033,1.431,20.17,247.47,4.783
28/03/2024,15:00,5.802,6.263,12.065,15.4,3.917,67.233,1.722,19.83,249.97,4.85
28/03/2024,16:00,6.347,6.492,12.839,0.95,4.6,72.8,1.696,18.87,236.38,5.2
28/03/2024,17:00,5.746,5.084,10.83,15.85,,67.817,1.477,18.82,235.97,5.05
28/03/2024,18:00,5.559,7.78,13.339,4.033,0.9,66.317,1.827,18.67,239.13,4.017
28/03/2024,19:00,3.605,8.385,11.989,5.6,4.083,67.633,2.17,17.93,252.32,2.7
28/03/2024,20:00,2.271,8.248,10.519,16.15,3,77.567,1.956,17.03,260.35,2.267
28/03/2024,21:00,1.351,4.356,5.707,0.417,4.95,85.75,1.856,16.25,275.8,3.033
28/03/2024,22:00,0.657,4.216,4.873,10.367,4.15,86.3,1.73,16.38,298.55,2.483
28/03/2024,23:00,0.505,3.359,3.863,2.95,2.85,87.3,1.632,16.57,294.37,2.467
28/03/2024,24:00:00,0.784,3.359,4.142,10.683,1.783,85.35,1.714,16.55,268.13,2.1
29/03/2024,1:00,,,,13.26,5.56,78.8,1.601,16.63,271.02,1.95
29/03/2024,2:00,0.523,2.026,2.549,10.983,4.267,77.75,2.072,16.43,269.97,2.1
29/03/2024,3:00,0.918,0.94,1.857,5.533,4.933,85.95,3.292,15.72,245.43,3.733
29/03/2024,4:00,0.862,1.421,2.283,9.017,2.767,83.567,2.413,15.53,244.05,3.033
29/03/2024,5:00,1.963,3.297,5.26,15.567,2.967,81.783,1.248,15.87,216.45,3.333
29/03/2024,6:00,3.276,4.968,8.244,10.767,4.183,76.833,2.083,15.82,216.43,4.683
29/03/2024,7:00,3.692,5.518,9.21,17.917,6.417,77.55,1.612,15.17,212.25,4.017
29/03/2024,8:00,5.119,7.219,12.338,,4.433,70.067,2.061,15.68,219.27,3.833
29/03/2024,9:00,4.766,5.279,10.045,16.367,7.34,66.617,1.615,16.13,220.78,5.117
29/03/2024,10:00,5.157,5.515,10.671,20.25,5.533,70.267,1.615,15.95,225.73,4.467
29/03/2024,11:00,4.243,4.626,8.87,21.05,8.617,72.3,1.859,15.48,227.07,5.15
29/03/2024,12:00,4.243,3.28,7.523,6,7.567,73.5,2.179,15.77,222.9,6.117
29/03/2024,13:00,4.552,2.809,7.36,12.35,1.083,64.017,2.023,16.72,214.55,6.5
29/03/2024,14:00,3.855,3.137,6.991,18.683,2.783,58.75,2.076,17.15,213.53,5.75
29/03/2024,15:00,3.955,2.836,6.791,6.717,1.433,53.083,2.314,17.5,223.45,6.45
29/03/2024,16:00,3.281,2.552,5.833,9.933,5.883,51.467,2.165,17.62,218.18,6.35
29/03/2024,17:00,3.044,2.706,5.75,21.75,1.54,53.283,2.283,17.1,216.85,6.35
29/03/2024,18:00,3.689,3.584,7.274,13.767,4.317,54.917,2.16,16.55,218.12,5.567
29/03/2024,19:00,2.966,3.591,6.557,22.733,6.55,57.617,1.79,15.98,213.35,4.883
29/03/2024,20:00,2.995,5.412,8.407,15.683,6.133,56.717,1.551,15.38,215.27,3.383
29/03/2024,21:00,3.723,7.066,10.789,12.033,5.967,57.083,3.27,15.13,220.05,2.933
29/03/2024,22:00,3.468,10.742,14.21,13.04,6.867,63.767,1.789,14.93,211.45,2.05
29/03/2024,23:00,4.196,18.604,22.8,16.517,4.383,63.15,1.797,14.47,210.22,1.533
29/03/2024,24:00:00,2.278,19.212,21.49,10.267,8.1,66.683,1.64,13.28,211.18,0.683
30/03/2024,1:00,1.088,21.054,22.141,6.94,1.38,72.917,,11.98,123.38,0.333
30/03/2024,2:00,2.367,19.373,21.74,9.1,8.933,73.833,2.413,11.07,182.05,0.25
30/03/2024,3:00,1.869,16.626,18.495,7.467,11.033,74.183,1.488,10.55,142,0.55
30/03/2024,4:00,2.41,12.84,15.25,3.567,11.383,67.45,2.76,10.57,159.75,1.05
30/03/2024,5:00,4.996,11.682,16.678,7.033,10.183,62.1,1.281,10.47,180.88,1.533
30/03/2024,6:00,8.708,21.443,30.151,4.917,7.583,64.217,0.761,11.25,212.72,1.767
30/03/2024,7:00,13.364,29.195,42.56,20.567,1.45,65.633,1.704,11.45,211.12,2.55
30/03/2024,8:00,12.712,21.221,33.933,12.4,1.783,66.017,2.188,12.3,201.45,2.583
30/03/2024,9:00,10.756,12.567,23.322,17.55,1.42,63.567,4.042,13.9,202,2.9
30/03/2024,10:00,9.152,8.842,17.995,24.717,4.5,56.433,4.765,15.4,205.25,3.833
30/03/2024,11:00,6.736,5.894,12.629,26.267,3.383,49.717,2.599,16.42,204.52,4.433
30/03/2024,12:00,14.128,9.645,23.773,15.167,1.033,43.8,6.97,17.32,188.23,3.333
30/03/2024,13:00,8.618,7.739,16.357,20.417,3.25,40.317,7.053,18.17,191.03,3.417
30/03/2024,14:00,6.711,5.815,12.526,16.733,2.883,47.133,3.38,18.27,213.48,4.3
30/03/2024,15:00,5.624,4.377,10,13.433,3.65,52.35,2.14,17.85,220.67,5.3
30/03/2024,16:00,5.624,4.831,10.455,16.983,4.133,51.567,1.79,17.8,210.82,5.183
30/03/2024,17:00,5.863,5.798,11.661,7.217,2.82,51.467,2.399,17.77,211.97,4.7
30/03/2024,18:00,5.476,7.233,12.709,16.14,6.85,53.85,2.323,17.27,214.32,4.467
30/03/2024,19:00,6.854,14.07,20.924,20.55,6.317,56.7,1.704,16.57,212.92,3
30/03/2024,20:00,6.55,17.77,24.32,10.567,5.983,61.383,2.545,15.9,230.45,1.783
30/03/2024,21:00,6.771,16.332,23.103,7.9,6,65.25,2.061,15.43,226.28,1.85
30/03/2024,22:00,4.958,17.555,22.513,18.617,3.95,62.967,2.747,15.15,187.82,1.383
30/03/2024,23:00,7.567,18.416,25.982,17.167,6.15,67.517,2.471,14.2,225.02,2
30/03/2024,24:00:00,5.219,11.613,16.833,4.5,8.367,63.533,2.681,14.35,190.12,2.15
31/03/2024,1:00,,,,20.417,1.24,63.633,3.711,13.52,213.22,2.067
31/03/2024,2:00,3.064,9.902,12.966,12.683,4.8,61.833,2.76,13.1,198.63,1.867
31/03/2024,3:00,2.323,12.471,14.794,0.383,6.533,66.683,0.955,12.02,213.48,0.517
31/03/2024,4:00,5.646,17.767,23.413,13.617,7.017,71.617,2.444,10.82,207.07,0.583
31/03/2024,5:00,4.158,19.154,23.312,7.95,9.7,75.233,1.955,9.77,55.73,0.45
31/03/2024,6:00,6.481,19.181,25.662,5.233,12.283,73.25,2.056,9.72,239.93,0.683
31/03/2024,7:00,11.611,22.243,33.854,10.9,7.233,75.25,2.11,9.25,167.92,0.983
31/03/2024,8:00,11.29,17.333,28.622,9.933,9.05,67.867,2.636,11,197.05,2.25
31/03/2024,9:00,7.906,9.037,16.943,7.583,1.22,60.533,3.329,12.37,203.37,2.617
31/03/2024,10:00,9.206,9.095,18.301,14.883,-0.833,57.333,3.931,14.48,192.83,2
31/03/2024,11:00,6.385,6.112,12.498,18.917,2.817,57.3,4.376,16.03,205.38,3.7
31/03/2024,12:00,4.811,3.823,8.634,20.433,-0.183,57.05,2.73,17,208.2,5.417
31/03/2024,13:00,4.701,3.249,7.95,15.617,0.517,58.217,3.3,17.57,213.07,6.55
31/03/2024,14:00,4.46,3.516,7.976,12.3,-0.717,59.133,3.153,17.75,208.82,6.467
31/03/2024,15:00,3.931,3.359,7.289,19.45,1.217,57.817,1.041,18.17,215.43,6.717
31/03/2024,16:00,4.154,4.418,8.572,18.083,1.533,56.7,1.966,18.25,212.42,5.633
31/03/2024,17:00,4.031,4.626,8.657,19,,59.633,2.898,17.83,217,5.75
31/03/2024,18:00,3.247,4.964,8.212,14.917,-0.133,59.883,1.7,17.55,211,5.633
31/03/2024,19:00,3.473,4.872,8.345,11.183,5.783,65.8,1.952,16.8,212.13,5.067
31/03/2024,20:00,6.428,10.397,16.824,15.65,4.933,70.35,2.578,16.28,213.67,3.733
31/03/2024,21:00,4.529,6.973,11.503,4.917,4.55,71.35,2.229,16.02,212.08,3.517
31/03/2024,22:00,4.893,8.115,13.008,9.7,3.333,72.75,2.738,15.73,213.5,2.683
31/03/2024,23:00,5.362,11.446,16.808,8.55,2.5,74.75,1.896,15.2,228.68,1.583
31/03/2024,24:00:00,4.442,8.405,12.847,12.917,5.45,75.633,1.75,15.13,223.1,2.267
1/04/2024,1:00,2.977,8.624,11.601,11.12,6.34,75.983,,15.15,214.07,1.583
1/04/2024,2:00,2.345,10.243,12.588,10.4,6.15,79.617,2.102,14.27,226.57,0.883
1/04/2024,3:00,0.355,9.451,9.806,6.983,8.383,85.033,2.928,12.72,186.95,0.6
1/04/2024,4:00,3.823,14.794,18.618,16.25,7.933,88.817,1.966,11.53,123.95,0.65
1/04/2024,5:00,10.803,19.824,30.626,-0.8,9.917,90.7,2.337,11.35,71.62,0.333
1/04/2024,6:00,4.377,19.489,23.866,10.833,17.1,90.1,2.387,11.8,121.1,0.617
1/04/2024,7:00,9.996,16.581,26.577,5.417,9.717,91.883,2.371,10.72,79.45,0.75
1/04/2024,8:00,25.453,19.806,45.26,2.367,9.217,91.083,2.598,11.9,141.75,0.5
1/04/2024,9:00,7.986,16.038,24.024,6.45,5.08,80.433,2.094,14.62,248.7,0.75
1/04/2024,10:00,4.596,9.034,13.63,15.317,,70.833,2.267,16.45,97.05,0.85
1/04/2024,11:00,12.569,13.346,25.915,4.833,0.683,64.267,6.197,17.77,205,1.55
1/04/2024,12:00,5.57,7.243,12.813,17.1,1.967,59.7,3.326,18.8,220.37,2.383
1/04/2024,13:00,6.883,7.725,14.608,13.717,-2.467,57.05,3.538,19.4,202.82,2.25
1/04/2024,14:00,4.397,5.197,9.594,11.233,-1.533,54.417,3.249,19.75,225.35,3.417
1/04/2024,15:00,4.681,5.169,9.85,4.483,-3.017,53.033,2.47,20.22,218.57,3.283
1/04/2024,16:00,5.15,5.822,10.972,4.017,-1.417,53.933,1.991,20.2,215.58,3.1
1/04/2024,17:00,4.9,6.601,11.501,18.083,,57.05,0.681,19.33,214.22,3.2
1/04/2024,18:00,6.291,10.223,16.514,13.567,1.5,60.417,2.1,18.33,212,2.933
