Date,Time,AC Penrose NO_MCG 1h average [痢/m設,AC Penrose NO2_MCG 1h average [痢/m設,AC Penrose NOX_MCG 1h average [痢/m設,AC Penrose PM10 1h average [痢/m設,AC Penrose PM2.5 1h average [痢/m設,AC Penrose RH 1h average [%],AC Penrose SO2_MCG 1h average [痢/m設,AC Penrose TEMP 1h average [蚓],AC Penrose WDR 1h average [財,AC Penrose WSP 1h average [m/s]
25/01/2024,15:00,8.746,7.701,16.447,22.067,2.3,56.4,3.177,22.62,223.68,5.9
25/01/2024,16:00,7.017,5.822,12.839,17.217,1.633,59.917,4.019,22.23,233.13,5.917
25/01/2024,17:00,6.687,7.698,14.384,20.65,-0.84,60.033,1.998,21.97,218.42,5.333
25/01/2024,18:00,6.803,11.159,17.962,20.583,2.767,62.417,2.694,21.22,211.35,4.783
25/01/2024,19:00,6.495,10.486,16.98,19.1,3.967,64.05,2.661,20.92,213.03,4.2
25/01/2024,20:00,5.621,10.274,15.895,14.233,4.933,68.1,2.699,20.47,214.8,3.95
25/01/2024,21:00,4.929,12.396,17.325,8.467,5.283,68.567,2.947,20.33,213.13,3.183
25/01/2024,22:00,1.291,6.201,7.492,11.617,5.917,70.167,2.842,19.87,93.63,2.033
25/01/2024,23:00,0.15,1.879,2.029,3.05,1.367,69.767,1.695,19.22,145.38,1.317
25/01/2024,24:00:00,0.243,6.625,6.868,13.55,3.15,70.583,2.371,19.08,317.28,0.983
26/01/2024,1:00,0.46,7.831,8.291,-1.34,-2.1,71.45,,19.27,295.57,0.833
26/01/2024,2:00,0.795,8.791,9.586,11.317,2.417,73.167,2.902,18.98,244.98,0.633
